973	180	-263	-72	1930	-47	-1161	-2283
-1194	160	-82	150	4000	106	-1367	-2248
-2761	3	112	290	4000	143	-1649	-2201
-4000	-192	540	187	4000	-48	-1653	-2140
-3958	-337	1088	207	4000	1	-1588	-2035
-3530	-346	960	199	3949	80	-1048	-1788
-2387	-347	1119	113	1660	118	-123	-1465
-1556	-329	480	123	941	215	429	-1274
-354	-240	-1036	132	119	209	1011	-1143
855	-112	-1488	141	-124	286	1255	-1070
1244	-102	-1028	88	-1357	254	872	-1049
1498	-100	-248	43	-507	203	223	-1013
1160	-72	99	44	1669	135	-576	-1055
994	-81	882	38	1572	98	-1570	-1005
1441	-27	1387	37	1136	112	-1950	-846
1572	45	1633	48	2296	91	-1817	-708
1244	69	1314	77	3672	154	-1795	-587
593	95	280	118	3396	170	-1582	-464
-348	184	380	8	736	180	-1655	-344
-450	268	-24	23	-1357	89	-2115	-262
-66	326	-423	66	-1198	58	-2601	-188
177	237	-324	33	-264	80	-2679	-92
118	103	-209	34	606	70	-2735	-76
-81	7	-324	-40	-247	114	-2821	-42
61	-41	-875	-59	-1593	115	-2728	76
321	-12	-756	-48	-2189	215	-2739	209
200	22	-841	-13	-3065	300	-2846	352
-844	33	-749	-37	-4000	346	-3000	434
-1417	69	-582	-57	-3591	422	-2640	526
-1528	41	-303	-105	106	466	-2317	604
-1408	53	-84	-128	2048	533	-2642	686
-873	162	-192	-37	1982	587	-3106	817
-453	181	-275	-2	2422	640	-3924	877
-15	176	-383	95	2941	729	-4000	947
208	217	77	98	2047	713	-4000	1020
416	307	61	-7	1313	636	-4000	1071
329	288	-184	-87	2567	611	-4000	1045
458	227	-140	-128	2182	376	-4000	916
513	233	-190	-172	-356	-86	-4000	882
603	260	260	-366	-581	-506	-4000	882
725	282	777	-640	1995	-1141	-4000	800
603	317	1314	-645	2906	-1747	-4000	707
553	309	2474	-479	1213	-1701	-4000	808
166	225	3320	-393	1222	-1273	-4000	839
-80	98	2266	-320	3949	-501	-4000	781
-31	-24	169	-316	4000	441	-4000	678
-43	-60	-908	-296	3672	1204	-4000	629
-18	-79	-1491	-258	2492	1929	-4000	837
28	-75	-1227	-277	1482	2190	-4000	701
139	-94	215	-312	-144	2491	-4000	414
226	-188	837	-373	-581	2709	-4000	360
448	-239	-152	-387	1857	2747	-3918	296
1167	-222	-1274	-302	2383	2553	-3455	206
1726	-192	-1036	-133	-338	1777	-3407	-41
2653	-100	268	206	-1524	1241	-1684	-343
3117	-106	425	1039	-240	845	954	-517
1832	-149	-1451	2217	333	469	3475	-427
256	-56	-2373	3064	-746	69	4000	-521
-1031	-38	-2851	2932	-983	-358	4000	-753
-1948	-50	-3136	2087	-307	-701	4000	-928
-2768	-41	-2452	1444	-444	-1040	4000	-1124
-2607	-81	-1732	1306	-1837	-1200	4000	-1234
-1984	-56	-711	1166	-2602	-1301	4000	-1298
-2281	-120	-109	891	-2000	-1366	4000	-1322
-2309	-225	463	572	-1333	-1379	4000	-1204
-2676	-211	830	183	-1292	-1396	4000	-983
-2570	-179	854	-178	-1577	-1486	4000	-759
-1816	-163	1053	-505	-1642	-1516	4000	-424
-1750	-199	1025	-701	-1459	-1516	4000	-382
-1365	-104	980	-837	-1186	-1546	4000	-533
-504	-41	723	-959	-1275	-1900	4000	-435
77	-68	354	-1086	-1384	-2246	4000	-386
974	-37	361	-1114	-1512	-2218	4000	-549
2223	-22	931	-1109	-1642	-2037	4000	-871
2085	30	1550	-1134	-1593	-1819	4000	-1217
1376	-73	2729	-1134	-1878	-1562	4000	-1504
908	-200	4000	-1134	-2194	-1050	4000	-1404
553	-179	4000	-1028	-2358	-826	4000	-1143
250	-157	4000	-906	-2016	-936	4000	-871
-25	-105	2669	-747	-1524	-923	4000	-847
199	34	976	-522	-999	-1032	4000	-847
391	237	-645	-372	-708	-1170	4000	-519
346	212	-1622	-251	47	-1217	4000	-325
309	32	88	-173	845	-810	4000	53
309	-18	2940	-140	422	-535	4000	294
287	-91	1770	-88	174	-406	4000	359
342	-141	-1850	-19	-25	-379	3397	412
315	-109	-3526	-17	-304	-532	2364	269
309	-60	-4000	-30	-1071	-809	2189	260
376	40	-4000	41	-1803	-1615	2444	442
325	136	-4000	199	-1945	-1959	2358	385
351	136	-2904	366	-1783	-1851	1734	285
346	120	-1078	467	-1115	-1766	681	308
277	99	504	541	-1012	-1550	-1055	136
220	43	2656	508	-1398	-1396	-2939	165
175	-11	1633	469	-2062	-1237	-3432	621
204	-91	-362	535	-2460	-1070	-3590	1384
253	-131	-2489	562	-2643	-851	-3212	2225
203	-117	-2834	590	-3327	-695	-2995	3002
68	18	-3871	390	-3840	-489	-3053	3287
-53	114	-3862	120	-4000	-348	-3184	3226
-183	176	-2694	-5	-4000	-223	-3580	3014
-136	167	-2217	-180	-4000	-28	-3898	2575
-20	59	-609	-300	-4000	-71	-4000	2510
-72	49	253	-348	-4000	-228	-4000	2367
46	-127	1095	-336	-3898	-208	-3769	2029
155	-207	1328	-328	-3580	-66	-3532	1727
43	-188	1509	-308	-2822	53	-3590	1332
-91	-234	2526	-352	-1642	229	-3592	882
-175	-166	3694	-387	-812	527	-3322	238
-201	-133	4000	-370	-1042	701	-3265	-431
-191	-325	4000	-359	-1202	766	-3273	-421
-221	-360	3443	-364	-591	898	-3127	-5
-248	-284	1639	-336	-177	919	-3050	99
-188	-460	-192	-359	-160	1026	-3390	172
-209	-676	-1646	-393	-783	1264	-3525	400
-244	-692	-1992	-458	-1292	1474	-3118	629
-182	-196	-1760	-637	-1797	1799	-2508	572
-180	176	-1292	-597	-2643	2319	-2056	302
-86	455	-1036	-576	-3380	2904	-1641	19
-201	1815	-756	-580	-3779	3101	-1635	-251
-531	3405	-209	-499	-4000	3212	-1754	-305
-331	2624	207	-397	-4000	3131	-1754	-175
151	1358	803	-171	-4000	2442	-1914	302
397	1648	438	10	-4000	1669	-2096	750
200	1331	504	186	-4000	687	-2384	609
-62	484	312	272	-4000	-232	-2455	377
-280	-1543	-428	215	-4000	-206	-2247	202
-502	-2798	-572	337	-4000	47	-2308	-221
-681	-2821	-1126	410	-3978	124	-2549	-659
-685	-3981	-1201	305	-3014	1205	-2502	-1127
-416	-4000	-997	270	-2290	3018	-2483	-506
-224	-3343	70	107	-1590	3995	-2508	1468
-168	-2519	1900	-124	-1035	3491	-2353	1989
-327	-1718	2054	-256	-486	3072	-2355	591
-113	41	1619	-466	111	2970	-2502	-917
315	1974	3523	-654	754	2450	-2448	-2320
680	2600	4000	-645	1279	2255	-2337	-3270
977	1518	3332	-315	1669	2190	-2483	-3864
1116	2352	3263	12	2190	2356	-2781	-3606
1572	4000	354	221	2378	2243	-2968	-2169
1742	4000	-1427	366	2443	2320	-3064	-1270
1413	4000	-1541	276	2581	2314	-2927	-1344
895	3974	-1215	345	2759	2045	-2508	-2385
296	2427	-1554	437	3133	2047	-2061	-2536
-278	-439	-3091	496	3410	1856	-1749	-2295
-865	-3680	-2513	480	3428	1734	-1713	-2674
-1322	-4000	-2737	248	3737	1580	-1782	-3272
-1390	-3188	-3372	219	3945	1474	-2188	-3533
-1140	-2166	-3621	195	4000	1287	-2406	-2104
-1212	-2477	-3372	108	4000	1118	-2056	42
-1414	-1415	-2026	62	4000	944	-1802	1313
-925	-1861	-938	-109	4000	728	-1323	1728
-258	-3143	410	-115	4000	624	-1116	2249
60	-2180	3137	7	4000	433	-1032	2184
733	681	4000	100	4000	228	-780	1533
1507	2036	4000	154	4000	42	-1108	747
1244	-57	3820	122	4000	-136	-1629	454
458	-1228	2018	154	3396	-472	-1589	629
629	402	-463	89	2813	-732	-1337	387
929	892	-2528	191	3397	-835	-1377	-571
813	1518	-4000	223	2634	-907	-1458	-1204
590	3535	-4000	69	2060	-863	-1445	-75
310	3531	-3242	105	3410	-809	-976	2095
132	1445	-1553	33	3527	-779	-489	3287
-619	-2073	-425	-74	3037	-751	-354	3144
-1365	-3589	-544	-43	2801	-844	-287	2354
-1650	-4000	-470	102	2972	-917	-381	1643
-1455	-4000	-401	193	4000	-863	-499	817
-753	-3396	318	227	3558	-810	-391	-883
19	-1342	866	209	2972	-773	-89	-2429
526	1256	1485	159	2815	-745	168	-2022
303	1559	1348	118	2642	-770	283	-240
-212	5	1169	29	2960	-798	384	811
-386	-1375	1619	-104	3008	-877	693	760
-342	-2631	1289	-99	3216	-1032	1072	707
-258	-1061	1375	-27	3074	-1095	1418	352
69	1062	2225	-55	2759	-1075	1605	-753
707	3921	4000	-88	2711	-1062	1644	-1917
863	4000	4000	-133	2813	-1113	1788	-2714
394	4000	1900	-171	3008	-1196	2086	-1503
202	4000	497	-179	3150	-1313	2517	128
177	4000	349	-195	2906	-1615	2973	1004
234	4000	-1353	-159	2255	-1888	3294	1654
329	3450	-3681	-89	1995	-1794	3467	922
408	4000	-4000	-48	2449	-1581	3467	513
559	4000	-4000	-11	3267	-1355	3411	1020
431	-253	-3823	41	3167	-1314	3364	1859
182	-3589	-3861	122	2374	-1381	3351	1598
-83	-4000	-2875	126	2320	-1265	3214	322
28	-4000	-2073	38	1006	-1262	3038	-934
396	-3654	-1581	66	-1821	-1178	2823	-1720
90	-4000	-841	240	-2252	-1123	2582	-1120
-649	-4000	-123	372	-337	-1135	2358	-362
-1170	-4000	764	245	-12	-1069	1984	-645
-1370	-4000	789	81	122	-922	1399	-2090
-1031	-3078	1096	-111	1091	-714	1063	-2360
-901	-1350	858	-391	658	-615	889	-1534
-843	892	787	-456	727	-485	678	-1469
-435	1750	1371	-397	806	-326	505	-2491
-350	1878	2087	-344	-999	-186	221	-3724
-427	1843	3007	-229	-3791	-74	-187	-3972
-356	1843	3896	-296	-3456	-39	-549	-3199
-214	1766	4000	-414	-1814	-55	-631	-1967
-336	1583	4000	-357	-2578	-48	-696	-1168
-461	1712	3236	-229	-3313	-44	-840	-406
-623	1439	2225	-16	-3001	-94	-851	-450
-844	1107	1875	242	-1617	-18	-846	-1013
-804	1012	2746	276	-2354	33	-709	-1583
-620	1225	1639	248	-3456	56	-433	-2515
-521	1096	-1073	223	-2794	104	-327	-3060
-392	797	-3416	64	-1729	98	-273	-3061
-118	709	-4000	-28	-1111	151	85	-2295
69	420	-4000	-105	-934	286	465	-1404
273	-33	-4000	-144	-803	430	480	-708
510	-273	-4000	-131	-988	571	-153	-270
603	-540	-4000	-128	-934	681	-664	23
668	-844	-2578	-51	-1186	766	-337	296
790	-749	-671	6	-1459	888	-143	373
914	-627	253	77	-1658	928	-142	418
625	-432	419	264	-1384	858	-138	19
49	-75	858	400	-1263	685	-255	-517
-227	227	1379	402	-1463	368	-359	-875
-490	322	1428	524	-1446	-27	-294	-883
-756	-7	1410	655	-1377	-499	-210	-820
-547	-632	1379	548	-1137	-979	-188	-793
-122	-598	1053	382	-903	-1382	-44	-454
363	95	931	244	-734	-1546	-35	-5
855	-86	710	-4	-1137	-1632	70	341
1159	-452	580	-109	-1635	-1688	152	811
1441	-530	793	-178	-2143	-1615	141	1329
1637	-530	1574	-260	-2643	-1522	267	1590
1441	-448	3641	-88	-3041	-1265	337	2249
920	-540	4000	37	-3391	-1042	376	3393
-101	-635	4000	178	-3298	-745	315	4000
-1141	-557	4000	323	-3172	-485	249	4000
-885	-93	2601	270	-3055	-341	148	4000
-740	81	-204	118	-2615	-117	23	4000
-1455	355	-1081	-55	-1878	7	36	4000
-1615	428	-3416	-167	-1172	42	123	4000
-2022	198	-4000	-164	-921	162	159	4000
-3372	45	-4000	-242	-727	319	132	4000
-4000	-161	-4000	-397	-256	355	84	4000
-4000	-166	-4000	-450	941	611	40	4000
-2987	-60	-4000	-393	2060	898	-161	4000
-1676	144	-3556	-223	2354	1010	-418	4000
-182	201	-943	54	2125	1069	-371	4000
896	371	1249	215	883	961	-312	4000
1767	514	1900	251	-1137	929	-139	4000
2130	485	1900	170	-1552	845	-102	4000
1726	282	2017	110	-1125	738	-116	4000
1888	-122	1314	118	-1390	728	-11	4000
3043	-346	1729	134	-551	701	97	4000
4000	-417	2785	290	75	807	189	3261
4000	-237	1900	156	692	945	201	3198
4000	155	337	53	2182	966	299	3002
4000	469	-304	-5	3340	928	290	1769
4000	661	-312	-144	4000	724	303	400
3560	709	497	-166	4000	540	297	-1558
2130	507	1045	-239	4000	592	267	-3333
838	189	1891	-239	3213	514	146	-4000
439	-43	3072	-265	-686	376	14	-4000
195	-14	4000	-275	-4000	449	202	-4000
-130	160	4000	-293	-4000	355	441	-4000
34	441	4000	-282	-1552	219	637	-4000
-233	850	4000	-265	2581	54	860	-4000
-571	1077	4000	-229	4000	-167	857	-4000
-1782	933	4000	-144	4000	-223	637	-4000
-3636	661	4000	-130	3939	-362	659	-4000
-4000	420	1886	-157	3297	-594	384	-4000
-4000	-19	-4000	-81	2290	-798	-271	-4000
-4000	-572	-4000	-32	1352	-875	-1657	-4000
-4000	-911	-4000	-65	354	-936	-3326	-4000
-4000	-897	-4000	-51	-220	-1056	-2614	-4000
-4000	-765	-4000	-55	-1162	-1160	-1095	-4000
-4000	-851	-3485	31	-2900	-1181	-587	-4000
-4000	-944	-4000	106	-3718	-1119	-363	-4000
-2517	-960	-4000	156	-3978	-1095	-485	-4000
2976	-858	-4000	178	-3456	-982	-281	-3462
4000	-683	-3294	63	-2386	-985	-223	-3007
4000	-471	-4000	-25	-474	-966	-349	-2746
4000	-225	-4000	-46	988	-917	-440	-2686
4000	87	-4000	-72	412	-922	-401	-2686
4000	465	-4000	-174	-423	-874	-465	-2584
4000	784	-4000	-244	-814	-910	-454	-2393
4000	1071	-3681	-291	-2000	-877	-253	-2104
4000	1258	-776	-258	-3298	-851	-667	-1723
4000	1583	541	-171	-3624	-779	-1110	-1070
2874	1823	641	-134	-3689	-601	-1332	-418
605	1841	996	-103	-4000	-340	-1657	224
-779	1880	541	-82	-4000	-249	-1915	800
-2285	1766	598	11	-3898	-382	-1551	1150
-2661	1516	1053	46	-3498	-398	-1368	1392
-2888	984	1249	69	-2822	-506	-1431	1509
-2838	648	1738	130	-2574	-810	-1262	1325
-2437	526	1757	159	-2449	-533	-1260	947
-2202	108	1953	205	-2955	196	-1185	760
-1935	-192	1934	236	-2969	348	-1124	701
-2346	-363	1965	292	-2904	520	-851	791
-2520	-507	2017	341	-3041	620	-796	1199
-3226	-519	2133	323	-2550	558	-1071	1715
-4000	-543	2129	199	-1471	737	-1262	2354
-4000	-509	1873	69	-680	802	-1310	3198
-4000	-507	1704	-93	-549	871	-1171	3943
-4000	-605	1680	-336	64	860	-1120	4000
-4000	-700	1894	-605	220	919	-1185	4000
-4000	-765	2539	-885	400	898	-1197	4000
-3824	-834	4000	-771	830	831	-1136	4000
-3160	-818	4000	-391	1120	681	-1051	4000
-2635	-829	4000	-271	1722	707	-862	4000
-2022	-866	4000	-230	2255	953	-349	4000
-1626	-832	1035	-250	2842	599	336	4000
-1141	-871	-1386	-282	3232	267	832	4000
-665	-771	-2603	-261	3672	300	1320	4000
-86	-596	-2438	-486	3794	449	1475	4000
275	-326	-2192	-784	3593	779	1410	4000
281	-76	-2969	-1199	3410	923	1866	3991
187	0	-2764	-1627	3285	1006	2749	3391
-6	3	-2602	-2017	3623	1065	3528	2704
-83	-140	-2127	-2165	3985	944	3400	1977
-168	-253	-1732	-1927	3998	871	2818	1590
-80	-243	-1144	-1687	3982	833	2712	1325
41	-232	-568	-1375	3949	845	2883	1045
239	0	-422	-1083	4000	831	2777	912
329	282	-188	-812	3945	953	2387	983
475	327	-320	-458	3410	1065	2375	1174
660	227	-269	-34	3102	880	2256	1303
721	225	24	454	2646	597	2189	1325
800	251	641	890	1733	152	2379	1120
811	-10	803	1106	1409	-213	1996	673
785	-347	742	1237	668	0	1467	-43
721	-651	882	1566	-488	628	1092	-759
786	-665	996	2065	-947	858	860	-1207
733	-326	1021	2528	-1186	693	820	-1642
674	-102	923	2867	188	737	750	-2063
647	-14	914	3246	1537	792	962	-2347
526	-70	841	3312	2048	861	1214	-2556
416	-98	841	3361	2376	831	1069	-2735
408	-83	771	3633	3213	801	1145	-2934
566	-57	787	3715	3851	860	1392	-3024
538	91	868	3580	3998	757	1734	-3089
422	136	813	3295	4000	573	1711	-3154
359	85	648	2909	3623	384	1392	-3178
346	109	540	2465	2895	414	1206	-3200
370	101	524	2065	2504	403	1190	-3219
351	15	272	1666	2255	271	1825	-3280
275	40	-39	1226	2243	209	2102	-3333
161	157	-221	753	2356	102	2505	-3280
176	237	-420	295	2290	21	3038	-3242
167	187	-383	-113	2386	-82	2635	-3137
167	124	-170	-493	2449	-143	1931	-3002
142	136	-385	-771	2255	-186	1836	-2811
-81	107	-801	-1006	2231	-238	2164	-2644
-256	119	-953	-1235	2060	-289	2294	-2509
-11	127	-1041	-1435	2047	-375	2452	-2474
433	117	-1036	-1555	1677	-410	2309	-2375
696	117	-801	-1672	1083	-454	1983	-2230
914	82	-564	-1769	201	-546	1591	-2087
905	36	-450	-1805	-618	-615	960	-1849
786	-8	-177	-1840	-1115	-680	278	-1599
721	28	297	-1855	-1233	-745	-71	-1325
460	34	663	-1858	-778	-809	271	-1059
81	93	606	-1795	-380	-785	329	-846
-49	122	504	-1764	-178	-708	34	-622
128	56	801	-1728	-46	-512	-579	-429
52	-5	280	-1691	-269	-150	-1356	-240
-901	-22	-497	-1630	-441	329	-2162	34
-1691	58	-668	-1608	-291	845	-2862	200
-1495	81	-937	-1565	-338	1344	-2612	273
-1129	81	-906	-1435	-619	1645	-2097	373
-388	33	-810	-1235	-1489	1515	-1877	442
319	34	-572	-1109	-3278	1242	-1916	423
900	114	-299	-1083	-4000	1000	-2125	438
1608	78	-92	-979	-4000	658	-2148	475
1830	44	183	-1004	-3966	179	-2216	601
1376	43	198	-1006	-2369	-253	-2340	747
838	49	72	-1004	-1195	-537	-2421	686
392	114	88	-1044	-1072	-745	-2533	585
25	186	237	-959	-553	-900	-2536	475
172	277	389	-1015	-803	-1044	-2422	377
43	282	504	-1089	-632	-1200	-2874	221
-187	256	410	-1036	-681	-1336	-3297	13
-482	281	299	-1006	-681	-1420	-3390	-197
-767	168	47	-812	-587	-1460	-3638	-362
-885	24	-78	-686	-702	-1396	-3532	-393
-1003	-47	66	-690	-616	-1237	-2899	-476
-843	-117	242	-654	-1228	-1050	-2148	-579
-801	-82	606	-605	-1590	-928	-1527	-588
-665	-37	343	-615	-2076	-923	-1332	-565
-482	-20	-152	-685	-2185	-940	-1782	-586
-274	0	-315	-763	-1552	-1050	-2402	-619
-20	-36	-736	-790	-1172	-1307	-2642	-655
113	-32	-906	-916	-1137	-1574	-2386	-679
128	-30	-827	-1155	-1202	-1747	-1842	-655
127	-52	-507	-1288	-1422	-1747	-1403	-565
123	-75	-180	-1353	-1398	-1562	-1458	-480
70	-127	-95	-1235	-1459	-1160	-1895	-435
55	-153	-78	-975	-1635	-322	-1702	-406
-29	-85	-90	-906	-1658	652	-1397	-344
-239	-98	-68	-770	-1902	1598	-1384	-294
-506	-68	-125	-244	-2044	2821	-946	-292
-570	-68	-80	402	-2182	4000	-244	-313
-566	-107	-14	1045	-2212	4000	795	-340
-559	-118	83	1800	-2181	4000	1390	-380
-343	-133	248	2258	-2149	4000	2357	-353
-46	-112	362	2517	-2057	728	3351	-305
334	-112	337	2710	-1980	-3860	2058	-219
733	-112	316	2784	-1878	-4000	610	-112
1083	-187	311	2921	-1878	-4000	693	-73
1311	-214	272	2932	-1904	-4000	380	-2
1319	-138	299	2909	-1971	-4000	-186	42
1246	-66	268	2738	-2044	-4000	-12	35
1059	3	191	2596	-2289	-4000	-138	3
855	56	148	2528	-2484	-4000	-37	3
583	98	197	2325	-2303	-2752	899	16
34	167	190	2085	-2182	-2307	1845	10
-228	241	103	1835	-1837	-2951	2942	33
-323	217	-108	1631	-1524	-2802	3673	5
-510	172	-206	1477	-1292	-1200	2164	43
-651	142	-165	1290	-1096	1144	1333	143
-830	71	-210	1142	-1333	3621	2061	188
-757	14	-241	1044	-1525	4000	1931	241
-671	-9	-267	821	-1552	4000	2164	304
-547	-4	-224	443	-1338	4000	1931	304
-415	-33	-163	161	-828	4000	1825	304
-441	-19	-171	-122	161	3983	1992	349
-298	15	-170	-414	1026	2821	1516	333
-154	20	-171	-525	1004	1677	1027	368
97	45	-160	-631	355	1405	482	389
265	59	-140	-654	-643	1144	118	384
220	16	-158	-302	-1658	1055	-159	412
308	-93	-156	95	-2900	1098	-485	416
239	-155	-151	150	-3166	1205	-485	436
86	-93	-129	126	-2057	628	-571	413
-42	-102	17	-244	-1137	-77	-652	434
-67	-94	126	-498	-335	-536	-158	475
-246	-46	174	-449	-295	-478	128	475
-897	-47	140	-591	-144	216	411	466
-1016	-13	-2	-851	-225	953	5	434
-116	29	-116	-1459	-485	1777	-745	400
619	17	-61	-1777	214	2377	-550	387
1045	14	77	-1630	400	2621	-615	395
1345	-7	73	-1496	306	2515	-680	394
1277	-26	142	-1223	845	2363	-731	423
886	2	158	-1101	1156	2182	-813	421
408	-87	35	-1174	25	2190	-929	406
113	-166	-10	-984	340	2295	-1197	410
-547	-153	-13	-576	2085	2442	-1262	422
-1066	-97	51	48	2048	2320	-1356	417
-1615	39	88	620	1836	1864	-1254	387
-1650	177	144	655	3790	1214	-1291	385
-1411	224	112	762	3837	399	-1332	410
-1342	181	-64	1032	2386	19	-1238	397
-760	213	-158	807	3213	-173	-1247	369
-818	164	-33	374	4000	-220	-1337	322
-588	32	75	111	4000	-281	-1494	292
-4	58	41	101	4000	-448	-1511	304
190	59	1	402	4000	-354	-1323	330
540	62	-66	720	4000	-167	-1108	361
1156	106	-111	590	4000	78	-1116	377
800	114	-136	177	4000	343	-1011	403
-61	149	-20	-198	4000	540	-956	406
-298	154	44	-414	4000	685	-946	356
-714	129	-26	-549	4000	737	-990	369
-801	51	-13	-914	4000	940	-862	369
-697	-30	18	-1134	4000	1180	-586	395
-376	3	-37	-1146	-717	1189	-440	416
-141	-3	-128	-1028	-4000	1222	-350	355
-153	41	-112	-490	-4000	1409	-373	261
-52	99	-98	170	-4000	1799	-287	235
-118	139	-7	858	-4000	2182	-10	221
38	217	198	1080	-4000	2255	120	207
605	195	265	633	-2354	2421	-102	194
1112	132	198	337	-2386	2680	-8	168
1372	124	53	103	-1740	2775	535	218
1507	24	-89	-202	-717	2812	659	208
1299	-173	-136	-370	-160	2685	453	174
1739	-257	-171	-760	1147	2227	227	161
2052	-179	-234	-1305	2383	1774	111	127
1299	-130	-190	-1508	3020	1344	547	125
647	-136	-42	-784	1409	687	767	94
53	-139	16	100	744	-124	653	35
-323	-213	44	549	342	-938	599	22
-453	-265	52	1098	-434	-1709	443	26
-665	-236	-20	1281	-541	-2406	967	26
-693	-273	-67	938	-1333	-2965	1520	20
-516	-269	-108	728	-2248	-3453	1931	-7
-48	-92	-95	614	-1053	-3789	1965	-25
-59	1	-78	488	2842	-4000	1548	-10
-407	97	-122	290	4000	-4000	1410	-19
-498	199	-201	-141	-3380	-4000	1018	-56
-491	102	-375	-401	-4000	-4000	359	-56
-371	34	-393	-914	-4000	-4000	-251	-16
-132	-64	-312	-906	-2044	-4000	-875	-24
110	29	-218	-532	-164	-3881	-1551	-82
325	146	-124	-198	-2274	-3596	-1100	-87
458	33	-13	16	-2029	-3254	-862	-140
739	44	214	-523	859	-2778	-1445	-181
973	-37	268	-482	-221	-2338	-1377	-103
890	-101	55	-1301	-1462	-1961	-786	9
994	-138	-123	-2081	-2248	-1503	128	93
697	-240	-68	-1740	383	-936	571	178
-132	-188	-65	-1627	4000	-487	747	162
-518	-173	-198	-1349	4000	-92	637	94
-564	-135	-215	-532	-38	164	283	103
-665	-114	161	874	-3113	329	412	100
-566	-181	652	1761	-4000	574	817	105
-157	-324	609	1827	-531	687	1605	94
392	-391	271	1806	2035	658	2244	60
296	-427	-104	1867	-814	596	2444	58
-388	-417	-147	2932	-1446	636	2643	98
-870	-155	171	3572	-2484	724	2309	97
-1390	108	523	1892	-2248	719	1467	46
-1479	455	936	1786	-111	747	611	58
-1495	681	980	2122	-1263	707	-134	47
-1622	603	671	1736	-2134	669	-786	47
-1687	449	22	366	-1523	624	-672	76
-1557	332	-458	163	-2403	461	858	62
-1127	237	-458	1639	-4000	326	2171	63
-785	81	-441	-656	-4000	274	1461	39
86	-81	-163	-2794	-4000	215	29	27
1051	-192	70	-4000	-4000	139	-605	16
1441	-295	305	-4000	-4000	193	-651	-6
1197	-301	318	-2134	-4000	311	124	-45
619	-318	16	1477	-4000	228	913	-63
-41	-314	199	3759	-4000	15	802	-63
-38	-191	524	3812	-4000	27	185	-74
577	-83	394	3247	-4000	53	-580	-94
855	21	-68	2339	-3793	14	-1431	-84
1081	69	-336	1861	-2875	13	-1877	-80
1153	-10	-295	215	-3526	-23	-1071	-142
955	-211	-662	13	-3593	1	246	-147
481	-419	-1006	549	-3278	73	1280	-151
292	-357	-815	-458	-3734	105	1599	-181
342	-19	-352	1059	-3213	168	1280	-209
342	124	76	2607	-2224	410	1410	-236
94	19	231	1241	-1064	701	1538	-222
