762	-45	22	-13	-34	49	-250	-16
986	-26	1	-10	-23	18	-206	-29
1086	-18	5	3	-67	39	-188	-38
1116	-11	18	-8	-44	49	-170	-1
985	42	-10	-21	-61	65	-174	-13
733	98	2	-13	-58	35	-151	-20
425	108	37	15	-41	34	-157	-4
90	113	18	3	-45	43	-167	-7
-166	89	5	-17	-49	55	-153	-7
-343	103	20	-29	-56	34	-123	5
-544	92	2	-20	-53	-4	-102	12
-700	54	-15	-21	-68	40	-123	10
-832	47	-20	-27	-54	-6	-67	-11
-880	17	4	0	-61	-30	-45	12
-623	7	-5	-6	-50	0	-35	-3
-386	-57	-4	8	-65	38	-40	-27
-147	-104	-12	11	-68	76	-55	11
116	-113	-33	9	-56	48	-41	-9
351	-176	-10	2	-72	42	-40	-33
595	-151	8	-11	-54	25	-37	-24
649	-52	4	-28	-48	-11	-47	-28
619	-43	-8	-17	-20	-54	-16	-13
603	-16	-3	-2	-29	-14	-15	8
518	21	-34	-22	-5	36	-23	17
228	36	-10	-29	3	30	-28	18
-45	64	8	-26	0	47	-6	12
-291	12	-20	-28	-5	69	31	30
-433	30	-1	-28	-20	56	-10	30
-457	18	8	-38	2	48	-4	13
-521	-35	-4	-40	3	42	-13	39
-461	-26	-23	-14	-8	32	-46	34
-343	-19	-19	-37	8	31	-60	12
-240	-39	-6	-39	52	26	-47	9
-136	-80	-11	-14	48	58	-22	-6
-50	-70	-36	-34	46	77	-49	27
39	-68	-10	-44	53	64	-37	34
168	6	-6	-48	46	61	-36	24
202	34	15	-25	48	56	-48	40
159	5	17	-8	38	10	-19	22
141	34	1	-6	53	-67	5	38
107	20	0	-4	61	-28	1	27
125	-12	-15	12	53	33	12	16
186	12	17	18	51	42	43	25
149	69	6	10	47	66	37	15
107	64	-6	4	65	59	39	41
90	82	-11	8	93	58	50	50
-9	56	-26	0	100	38	34	38
-98	19	-20	-25	82	50	46	41
-131	55	-24	-26	60	61	59	68
-213	40	8	-28	65	50	49	66
-246	20	-8	-31	69	41	66	40
-224	7	-8	-17	60	18	61	56
-209	-32	-22	-28	71	53	68	46
-201	-10	-51	-42	77	72	97	62
-181	1	-3	-28	91	63	82	53
-141	-18	-29	-44	93	58	67	41
-114	-15	-27	-9	85	77	82	50
-81	-23	-13	-2	110	79	72	59
-93	-20	-18	-38	106	46	49	45
-71	-23	-5	-29	140	58	14	32
-49	-19	-16	-14	153	57	8	39
-43	-31	0	-16	162	32	19	32
-66	14	14	2	179	12	-23	44
-58	27	-4	5	142	31	1	33
-32	10	-20	-5	140	56	2	28
-17	12	5	0	155	29	0	27
14	7	-3	-19	112	22	16	-2
15	8	3	14	103	9	-1	-20
42	13	16	32	106	-1	15	-5
48	0	-7	10	89	12	40	-7
65	-26	-1	-16	118	7	62	-3
85	-35	11	-23	135	20	49	6
46	-30	5	-1	130	29	113	-30
-3	-23	24	-2	135	19	129	-7
-9	-4	14	-3	149	36	147	0
-15	15	-3	25	151	42	181	-40
23	24	15	16	165	29	168	-13
30	37	-9	15	140	30	178	-17
-16	-1	-15	18	106	64	167	-16
12	6	-7	-13	123	109	164	-8
7	10	-20	-21	103	167	180	-15
21	-16	-34	-16	101	225	197	-19
35	-10	-38	26	85	197	195	-34
31	-40	-36	-22	49	166	220	-10
40	-50	-29	-29	75	66	209	-1
37	-26	-26	1	78	-159	202	-6
55	-16	-11	-21	54	-297	225	-1
34	-17	11	-23	68	-320	201	9
14	-3	8	-43	62	-279	205	1
21	-4	-3	-32	64	-79	181	-11
-6	1	-7	-36	76	-30	164	3
-2	30	-5	-42	52	-59	153	-14
2	41	10	-42	54	-28	116	-6
-25	16	-5	-31	56	-16	93	2
-21	4	-11	-36	31	20	81	-6
-28	0	-17	-57	29	-2	102	-15
-20	-18	-32	-44	27	30	122	-36
-16	1	-3	-32	19	39	123	-35
-9	11	-14	-17	-27	49	127	-37
-9	2	-18	-23	-31	64	138	-25
7	-5	7	-17	-29	73	139	-31
22	-6	6	-32	-50	87	127	0
-18	8	11	-45	-64	78	142	-10
-31	9	-9	-18	-103	80	139	-19
-43	21	-3	-19	-110	50	104	17
-35	34	6	-7	-108	35	119	31
-21	37	-24	21	-111	-4	107	32
30	24	-15	-2	-120	-71	99	4
61	-19	-21	20	-93	-48	89	-9
42	-5	-11	16	-86	-6	69	1
32	14	-18	-10	-127	50	64	25
-13	9	-17	-17	-89	48	55	-18
-8	22	10	-28	-65	32	50	-5
-11	25	-1	2	-67	47	62	31
1	20	-29	-5	-36	21	64	20
-7	13	-25	-11	-43	42	27	23
-51	2	-9	-3	-72	24	47	10
5	-14	-18	14	-66	50	34	42
19	3	13	-5	-64	33	24	20
29	2	18	-10	-37	21	27	36
23	13	-8	-7	-4	32	27	19
6	17	-15	4	-21	4	17	25
-5	-7	-2	12	-8	18	-2	54
0	18	4	12	-11	-16	-9	26
8	32	-15	-19	-8	-3	-1	38
-30	6	-17	-28	41	-11	9	20
-8	21	-37	1	68	9	21	28
-18	23	-28	-25	82	7	42	33
-27	14	-17	-12	74	12	34	51
-12	-4	-24	-26	79	8	36	54
-6	-24	-18	-39	64	-22	28	51
6	-25	-41	-35	61	-2	32	41
12	-11	-24	-18	68	-10	37	51
17	14	-10	11	60	8	38	73
0	-7	-10	-11	49	13	32	62
17	9	-9	-7	36	31	28	75
-3	33	-26	8	43	25	30	80
-5	10	-11	10	28	37	29	84
-10	8	9	10	15	39	31	75
-13	5	5	-5	4	2	-14	73
19	9	-7	7	-15	16	-15	84
10	6	2	-3	-13	7	10	82
4	-6	6	-11	-9	10	5	72
16	5	-1	10	-38	25	23	47
5	18	20	-15	-19	23	27	60
-11	18	13	-11	-27	-4	12	47
9	8	-7	4	-38	-10	-15	39
27	15	-6	-17	-23	20	12	39
30	49	-9	-44	-28	6	14	22
-25	36	-4	-38	-28	17	1	23
-20	3	3	-24	-54	30	30	32
-58	11	16	-7	-58	13	23	34
-146	15	14	-23	-66	13	-6	12
-104	21	-13	-32	-49	24	16	-1
-43	-5	-14	-2	-27	19	24	-16
-47	-28	6	-21	-29	13	7	-25
-45	-19	-14	11	-32	56	22	-12
-67	-18	-15	-1	-35	42	8	-8
-104	-10	7	-9	-15	36	12	11
-62	3	-23	9	-20	27	1	-3
32	4	-9	-32	-8	0	6	-37
72	-5	-6	-16	-11	14	8	-16
27	-17	-32	-23	-15	4	20	-2
47	-10	-3	-21	0	32	22	11
71	19	-17	-21	-18	16	-6	-10
45	-5	-24	-35	-8	8	49	-14
39	18	2	-10	26	45	44	-3
12	26	-11	-9	20	42	48	10
19	-15	-9	-15	1	31	61	31
21	9	-5	-7	16	49	36	17
0	0	-8	-12	37	44	31	34
-17	3	-21	-26	46	54	31	43
-47	6	-24	-41	49	50	59	52
-15	16	-26	-27	67	29	70	21
-20	3	0	-34	48	61	48	30
-12	-5	27	-38	29	30	20	48
-45	8	15	-36	26	9	22	47
-66	1	11	-49	41	45	24	74
-76	4	-25	-28	69	58	21	58
-105	9	-16	-20	52	62	25	69
-94	32	13	-13	41	36	21	65
-111	-10	3	-24	70	-2	9	53
-78	12	-6	-27	63	30	-16	55
-63	-2	-28	-16	66	47	-3	53
9	-12	-16	-34	92	36	4	55
52	-22	7	-10	94	35	4	69
52	-53	8	0	91	29	13	64
94	-21	10	-2	78	49	-7	67
101	-47	1	-11	68	57	-7	70
129	-10	-10	-28	58	44	-14	66
125	-20	-2	-8	37	73	-19	64
139	-10	2	8	58	75	1	49
86	19	-16	-6	40	62	1	49
53	5	-25	-30	25	73	-8	54
29	8	0	-29	40	48	-7	53
-7	-1	19	-17	18	42	-18	66
11	-4	-11	-3	25	33	-7	70
-18	5	-17	-7	1	45	-12	90
-2	-4	-4	-10	11	53	2	50
-61	-22	-25	-6	35	40	1	23
-67	-21	-12	0	10	62	-17	53
-36	-20	0	-12	14	49	-16	36
-66	29	14	-14	19	43	-25	37
-88	49	16	-6	14	39	-36	58
-96	21	10	-9	23	34	-37	32
21	-21	36	-16	38	21	-39	22
194	-19	19	-4	38	19	-66	30
168	3	-5	16	35	40	-60	28
98	-31	2	-10	30	36	-43	26
61	-1	-28	-17	36	39	-33	35
-70	17	-17	2	43	32	-39	23
-123	18	-1	10	43	34	-47	13
-266	19	-13	-8	41	16	-31	7
-345	1	31	-4	35	10	-47	39
-278	-4	6	15	66	15	-25	46
-212	-1	-5	6	68	-9	-16	21
-39	38	-7	-1	68	15	-39	37
-6	34	-17	3	66	10	-26	31
-69	18	-8	11	75	7	-13	31
-106	22	-8	-14	63	13	-22	27
-177	33	-6	-12	52	24	-23	31
-121	43	-9	-32	67	18	-39	25
-100	51	-22	-22	60	21	-60	23
-132	79	-14	-4	91	2	-49	6
40	67	-5	-41	61	-17	-71	1
121	62	-11	-37	27	24	-70	2
188	49	5	-22	33	21	-64	-10
177	29	-1	-9	29	16	-94	-7
138	6	8	-21	46	-3	-76	-19
188	-38	-6	-22	40	21	-101	-28
146	-78	-14	-17	37	14	-122	-42
100	-95	-3	-50	19	15	-102	-33
34	-67	-22	-60	22	34	-108	-27
37	-76	0	-46	34	0	-96	-35
6	-59	-9	-32	13	19	-92	-34
53	-36	-26	-49	0	16	-76	-44
62	-5	-17	-48	20	18	-82	-60
21	7	-24	-30	32	12	-91	-63
108	23	-7	-26	44	-9	-78	-62
90	17	-7	-19	47	27	-74	-63
-4	7	-3	-26	27	13	-76	-56
-136	20	-21	-47	4	5	-73	-49
-209	19	-5	-39	3	23	-61	-36
-246	30	-5	-32	-7	4	-68	-40
-258	-6	-20	-28	1	-16	-49	-39
-158	1	3	18	11	4	-19	-29
-55	-6	19	-13	-5	2	-9	-20
-6	-28	20	-1	28	13	10	-14
-70	-15	2	5	36	12	-15	-18
-128	4	-6	5	11	-4	6	1
-109	30	-8	1	34	24	46	18
-36	55	13	2	-4	13	27	-19
66	60	-1	-3	-30	37	36	5
7	29	-14	-23	-24	25	61	-12
7	52	-9	22	-16	13	68	-28
5	66	-11	6	-7	45	61	-17
-46	42	-20	12	-42	15	58	-15
-42	36	-26	13	-23	14	81	-5
-41	-2	-16	-5	-30	4	105	-19
39	0	-1	5	-46	20	64	-3
37	1	6	-6	-52	39	53	-4
40	-28	0	13	-64	12	77	7
74	-8	-10	-3	-45	24	84	6
90	-2	-6	-6	-30	31	77	-7
103	-4	-12	-23	-44	31	43	-3
90	-10	-11	-48	-50	24	44	-2
103	-23	1	-14	-34	35	53	-16
89	-12	-8	-29	-28	41	72	-19
31	1	-20	-22	-24	31	66	2
-17	12	-10	-17	-50	34	50	-18
-9	22	-21	-18	-26	38	63	-13
-19	2	-30	-26	-7	32	38	-10
-20	-11	-21	-17	3	14	64	-6
4	4	-16	4	36	23	46	-1
3	14	-14	-14	27	24	20	5
15	-2	-40	2	35	35	20	-1
58	12	-22	2	47	46	20	2
46	15	-6	10	51	43	41	2
-54	12	-8	8	44	48	18	25
-76	59	-20	4	48	40	25	26
-91	48	-6	1	68	62	21	-2
-100	11	7	-2	76	40	2	-7
-82	-20	-15	5	59	46	16	9
-36	-68	15	-13	63	43	10	21
42	-23	14	-9	60	22	21	12
64	7	2	-15	41	22	35	32
90	7	7	12	31	6	34	35
100	15	14	20	12	16	49	42
66	-10	6	-8	9	25	61	13
103	6	-10	-8	15	16	62	16
134	5	10	-3	24	24	62	49
119	-24	-12	-20	7	47	26	33
82	2	-13	-14	22	28	30	61
-4	32	23	-27	25	26	53	28
-77	-14	7	-30	16	14	45	32
-85	8	-20	-11	11	16	38	70
-106	34	-1	-36	23	52	47	77
-146	20	8	-4	45	34	77	82
-132	-11	-8	-7	38	29	69	56
-139	-38	-5	-28	31	37	85	72
-161	-23	-14	-33	28	54	60	53
-128	-24	-25	-34	45	53	62	97
-105	-18	-8	0	47	50	97	117
-96	-29	-1	-22	69	36	70	91
-136	-41	7	-21	55	49	83	100
-92	-27	-14	-37	38	75	85	100
-19	-19	-24	-27	76	49	86	104
13	-10	-7	-6	92	58	107	85
73	-11	-2	-30	78	58	110	95
78	-21	33	-35	76	62	110	74
107	-1	19	-19	109	61	98	65
172	-11	8	-4	119	25	135	65
195	-4	-4	-22	108	33	128	53
147	18	-9	-12	106	54	141	71
126	-12	-1	-11	119	54	154	41
43	1	-33	-2	146	86	135	24
-10	12	-18	-5	113	106	152	46
97	8	11	-6	103	56	112	49
232	40	-20	25	104	26	131	21
257	53	-26	12	87	-47	138	10
126	55	-15	-2	65	-158	114	2
-2	62	-21	-28	49	-82	134	3
-197	20	4	-42	67	-8	128	6
-312	-16	2	-20	40	-1	120	0
-301	8	-13	-7	46	47	103	-5
-323	19	7	-11	45	20	107	3
-306	-17	-5	-14	37	62	107	2
-256	-65	15	-33	47	84	82	-5
-139	-65	1	-34	30	109	79	-1
-104	-68	-7	-34	20	136	90	0
-101	-83	1	-17	18	109	91	21
-79	-28	4	-21	21	50	70	12
-21	-5	23	-11	21	14	95	-10
67	-6	-24	-27	5	-48	110	-3
98	-26	-10	-29	-11	-193	107	-12
198	-8	0	-29	-17	-194	116	-2
304	34	-5	-63	-30	-93	89	16
334	17	-8	-40	-33	22	78	-26
253	16	-26	-38	-24	50	69	-24
119	33	-20	-25	-38	52	70	0
-14	24	-23	-21	-48	36	94	-2
-39	-13	0	-26	-27	-52	79	-15
-59	-8	-7	-17	-10	-74	104	-5
-163	10	-8	-10	-14	10	86	6
-166	7	-24	-12	-3	54	74	-19
-121	10	-9	-12	12	118	61	15
-117	9	-10	1	15	180	38	11
-136	12	-4	-16	8	202	43	-14
-136	25	5	-2	8	185	23	18
-101	11	-24	-12	-14	80	16	0
11	32	0	-29	-33	7	-11	1
58	38	-6	-17	-34	-50	-16	9
63	72	-7	-34	-41	-137	-17	3
69	57	-10	-19	-41	-273	-21	26
101	24	-2	10	-34	-264	-13	15
146	22	-7	-4	-35	-179	-43	9
139	0	-11	0	-34	-59	-37	24
137	16	15	-8	-39	39	-38	21
123	-1	19	6	-28	48	-39	27
81	-7	9	9	-25	95	-37	37
-49	-25	-11	-7	-31	67	-37	20
-39	-30	1	15	-14	92	-43	17
-16	-28	-24	15	-4	82	-41	12
-78	-3	-3	20	5	81	-22	10
-117	11	-1	15	25	144	-19	2
-284	-19	-32	-14	32	172	-27	12
-298	-31	4	-13	17	171	-42	12
-230	-14	0	9	12	139	-39	1
-192	46	-2	-12	21	98	-22	9
-298	40	-11	-28	14	62	-49	28
-370	44	-9	-15	10	-98	-64	31
-292	99	-9	-28	18	-316	-43	-5
-260	119	-8	-36	18	-258	-39	-2
-121	69	-2	-48	28	-90	-54	17
-47	2	-13	-50	8	37	-47	21
27	21	18	-27	16	97	-40	22
131	13	35	-24	36	99	-53	9
431	-40	-4	-30	9	130	-43	-21
1173	-49	2	-28	19	91	-40	-43
1246	-86	-4	-40	22	43	-51	-46
629	-129	-11	-26	20	-76	-67	-40
473	-111	-18	2	53	-187	-65	-64
145	-50	-23	-22	56	-91	-37	-58
-75	-28	-26	-21	39	20	-43	-47
-136	-19	-19	-2	37	34	-68	-54
-336	-12	-11	-5	49	131	-65	-62
-270	3	-17	-34	67	223	-67	-61
-384	-4	4	-50	88	221	-56	-47
-468	-14	-17	-36	87	237	-12	-60
-547	-41	-23	-30	84	180	-24	-55
-523	-2	-27	-23	127	97	-22	-50
-632	154	-45	-14	119	-43	-7	-47
-742	241	-37	-31	112	-207	10	-46
-553	241	-24	-17	114	-207	20	-18
-467	247	4	8	117	-320	17	-7
-262	237	-7	-9	118	-320	17	4
-29	148	-8	0	102	-44	23	17
88	79	8	12	81	13	61	-16
204	32	-6	30	74	44	32	6
253	-4	0	20	104	81	30	26
257	-15	4	5	87	73	24	8
249	-65	11	16	76	81	19	17
265	-56	12	-10	80	57	10	28
298	-54	1	-20	93	95	0	25
408	-135	4	-3	130	167	4	38
408	-114	-8	-3	118	235	26	37
296	-114	28	0	105	232	48	42
186	-117	7	12	81	223	26	55
59	-104	-24	2	61	164	33	43
1	-112	-8	11	58	82	32	56
-51	-46	-34	-10	60	49	41	21
-114	-15	-36	-4	62	-110	41	16
-136	4	-38	7	29	-417	34	54
-128	73	-34	-38	34	-316	38	44
-110	40	-34	-26	35	-6	0	46
-3	-7	-26	-17	39	-19	20	54
200	34	-33	-13	49	44	30	78
428	40	-27	-34	52	107	16	54
277	22	-10	-22	58	115	27	61
103	-5	-14	-24	56	127	42	68
74	-80	6	-42	51	95	36	87
-76	-100	5	-10	37	61	31	95
-28	-73	18	7	65	-32	34	79
-116	-53	-1	-5	52	3	22	70
-120	-52	-17	-20	14	-40	18	45
-69	-77	-3	-16	17	-55	36	66
-16	-78	3	-9	23	34	41	61
81	-77	9	-14	2	59	32	58
25	-49	7	-25	-29	74	45	42
13	-38	1	-16	-46	33	24	53
-210	2	-14	-30	-38	82	-9	39
-435	90	-13	-39	-30	163	14	30
-352	103	-40	-11	-55	245	30	42
-23	134	-40	-40	-69	241	33	43
44	128	-20	-32	-87	209	5	50
-41	43	-23	-27	-113	175	8	14
23	11	-17	-33	-103	44	34	-3
66	19	-6	-34	-92	-194	21	28
325	34	12	-33	-99	-470	36	50
447	19	8	-24	-113	-413	41	44
308	-1	-20	-26	-111	-144	41	36
439	43	-23	-20	-94	-11	15	30
790	67	-4	-4	-69	53	24	43
725	18	23	10	-55	55	31	51
477	-26	20	-14	-52	68	16	42
371	-50	32	-2	-65	87	50	40
-9	-82	4	4	-60	66	42	56
-307	-87	-20	22	-23	89	18	45
-697	-90	-5	9	-19	47	14	47
-966	-100	2	-21	-42	-1	33	70
-893	-85	15	3	-43	-21	21	36
-714	-72	20	3	-18	36	18	58
-569	-32	10	16	7	73	35	90
-612	41	17	15	-18	65	1	90
-547	78	3	2	-2	80	9	78
-623	133	-3	5	5	66	27	70
-901	152	9	-4	-14	85	27	71
-671	152	19	-13	-8	93	40	53
-187	167	20	20	-37	102	62	45
277	124	14	8	-38	86	43	47
563	54	10	-8	-44	58	59	53
540	20	8	25	-40	53	58	30
576	4	8	3	-44	61	17	28
296	32	8	-23	-58	47	24	29
49	47	24	-18	-62	80	23	-2
24	29	-5	-22	-34	102	8	26
27	-1	-2	-25	-20	81	19	19
30	-2	28	-8	-37	35	38	14
11	68	6	-29	-12	-67	42	26
124	85	-6	-10	-10	-120	42	-8
154	58	-13	0	-6	-131	54	12
147	-10	-17	-15	-10	-20	54	2
158	-46	-11	-9	12	10	50	-7
308	-78	-13	-53	11	-27	42	1
341	-100	-14	-17	-4	-12	50	-3
-149	-90	4	2	9	24	49	-6
-427	-91	12	-12	-10	27	34	-7
-431	-57	-25	-10	20	19	45	-6
-566	-48	-11	-12	44	31	27	-21
-421	-74	-4	-17	30	43	14	-18
-20	-127	-8	-30	52	103	30	-24
322	-114	-25	-19	45	117	29	-43
538	-59	-36	-12	37	118	40	-44
739	-15	-7	-9	48	152	65	-53
929	-8	-20	-25	20	163	69	-47
954	-7	-21	-6	38	119	70	-26
886	82	-22	-34	52	18	38	-21
707	141	-10	-38	45	-27	30	-27
296	130	-7	-17	51	-133	50	-25
0	113	-9	-22	43	-286	45	-42
-270	81	-6	-24	58	-158	50	-35
-453	37	5	-34	44	-40	49	-31
-571	14	10	-8	46	-87	45	-50
-714	-38	8	16	53	-12	24	-41
-671	-49	-4	3	40	-59	11	-32
-632	-5	-13	-10	51	-57	38	-13
-506	16	20	-11	58	44	45	-26
-345	69	0	-12	45	28	35	-8
-84	24	-14	-3	74	43	37	-17
208	-47	-12	-30	76	-6	24	-13
230	-19	-15	-13	103	-54	20	-2
158	-3	-17	-10	119	-14	22	-10
309	-23	-26	-23	100	80	28	-7
485	-29	-29	-10	96	36	-11	-19
473	-26	-11	-20	73	-45	-16	-1
351	-24	-46	-23	100	-70	-11	-18
28	-41	-46	-20	82	-74	-8	-34
-215	-64	2	-19	105	56	19	-34
-294	-53	-11	-11	119	54	-12	-23
-240	-42	-3	-19	117	40	-26	-27
-277	10	16	-32	118	28	-38	-27
-427	85	-4	-8	61	34	-60	-11
-425	66	-24	-18	64	111	-40	-17
-547	59	-10	-16	46	163	-39	0
-510	44	1	5	75	130	-60	19
-240	16	2	-12	48	89	-56	29
81	18	0	-10	22	197	-26	15
190	5	5	-9	46	237	-20	35
226	-46	-3	6	23	169	-26	46
250	-57	1	1	37	94	-19	59
72	-22	-1	-20	43	32	6	47
-106	4	-31	-11	12	-94	12	42
-241	22	-29	-11	9	-226	-14	90
-107	2	6	-15	3	-144	-24	69
-100	14	-3	-33	-17	-191	-30	82
-201	19	-29	-53	-11	-246	-32	100
-117	-5	-40	-37	-2	-56	-23	85
-36	18	-21	-19	-21	30	-3	107
59	37	-18	-33	11	64	-12	98
56	-5	-29	-38	8	80	-8	67
-32	-20	-12	-6	-1	64	30	68
-91	-3	-17	-17	7	81	38	78
-105	5	-29	-5	24	93	55	91
-39	28	-39	-13	53	71	48	69
-85	27	-29	-25	56	69	46	65
-323	32	-11	6	60	70	16	68
-210	48	1	-14	49	50	17	35
123	77	-1	-19	71	95	29	26
361	27	-16	2	70	112	15	35
911	-53	7	-18	72	119	30	32
1364	-51	4	-28	63	106	18	45
1246	-70	-21	-5	55	88	26	22
895	-42	-15	-12	79	89	27	14
505	-41	-38	-12	53	26	9	19
161	-8	-13	-23	80	-25	5	-43
-266	29	-2	-10	79	-146	13	-37
-760	7	-28	-1	65	-182	19	-43
-1039	24	-3	-14	64	-13	5	-50
-974	67	2	12	86	38	1	-37
-641	59	-4	5	71	9	9	-65
-298	33	-9	-3	52	65	32	-65
12	37	-20	11	59	71	51	-66
204	27	-10	17	42	44	47	-77
314	53	4	-11	39	53	48	-69
361	99	-16	-13	25	72	51	-71
315	113	-4	-9	23	40	29	-74
214	109	26	-14	21	44	65	-74
161	54	10	-17	34	47	59	-67
35	5	12	-40	6	42	61	-49
-116	-26	9	-22	-2	57	55	-63
-148	-46	-17	0	7	49	33	-69
-227	-45	-2	-7	15	58	62	-59
-210	-73	16	-14	37	51	45	-59
-172	-90	17	-9	20	65	54	-33
-53	-110	18	-14	9	45	38	-41
-26	-87	12	-19	-8	65	41	-8
-135	-44	18	-4	-10	75	32	6
-192	-33	22	-8	-18	81	42	8
-191	4	10	-17	-23	75	61	39
-207	0	5	-25	-11	53	65	19
-175	-47	-2	-36	-25	74	84	37
-94	-92	10	-17	-24	101	89	60
-83	-134	11	6	-23	128	97	44
-105	-161	16	12	-13	153	88	68
-258	-141	-3	11	-8	195	94	77
-201	-2	-2	19	0	128	85	64
-55	136	33	-10	2	38	62	53
32	121	12	-22	11	-65	75	69
216	144	30	-12	12	-87	64	73
319	217	24	-41	3	-98	59	55
383	212	-7	-21	8	-212	62	54
292	144	0	-12	16	-224	49	49
214	75	12	-16	9	-65	59	54
211	17	15	-8	5	53	37	54
71	-12	-6	-16	25	2	17	45
37	-26	24	-19	22	48	31	65
-8	-54	-2	-36	51	49	49	40
-60	-22	-2	-39	51	48	45	29
-33	-56	-4	-7	35	74	40	39
-25	-77	-34	-11	49	81	25	12
38	-30	-1	-13	41	61	2	28
-23	-18	-13	-12	20	52	15	12
-29	-27	-29	-25	7	69	-12	39
216	-23	-36	-17	35	32	18	13
507	-52	-8	-29	18	24	21	-7
525	-60	18	-38	37	75	13	10
120	-65	-18	-29	53	95	32	-5
-319	-77	-25	-19	35	57	17	-5
-734	-57	-26	-27	30	141	16	21
-1129	-62	-31	-1	9	150	17	29
-979	-3	-22	0	2	81	32	0
-814	-50	-11	-18	-17	77	23	5
-706	-95	7	-8	-17	1	37	11
-494	-70	6	-33	-19	-110	59	17
-358	-129	-16	-1	-7	-236	42	25
-74	-122	-25	-17	-15	-216	44	45
147	-84	-11	-29	-11	-135	62	29
406	-20	2	-22	-16	-138	47	40
501	13	-7	-16	-20	-56	62	69
660	136	-15	-15	9	53	77	47
920	213	-24	-32	-16	-36	31	46
914	200	-36	-12	-36	-138	47	26
908	181	-30	-17	-29	-53	46	32
757	155	-21	-12	-25	51	45	29
475	143	-15	-7	-9	64	58	19
178	106	-13	-31	-1	18	61	14
-11	111	-7	-14	16	22	61	16
-120	150	-1	9	32	32	47	41
-254	203	20	3	36	68	65	25
-321	199	6	-7	37	95	49	37
-317	119	-13	-26	50	79	52	40
-221	26	-8	-9	47	95	45	65
-180	-55	-8	-12	47	86	41	85
-153	-91	1	-30	65	80	37	66
-176	-108	-20	-6	61	88	14	73
-266	-105	3	-3	64	73	27	84
-323	-57	-3	4	74	61	32	65
-327	-11	-3	-19	61	69	38	51
-307	-1	8	-9	44	58	44	59
-270	5	-15	-5	55	31	49	71
-333	0	-24	-25	32	47	38	36
-453	-52	-38	-22	40	30	41	40
-505	-99	0	-38	66	33	36	48
-494	-146	-9	-24	68	31	34	30
-298	-160	-21	-26	55	9	34	50
166	-129	-3	-7	60	32	35	51
660	-117	-9	-14	70	32	31	50
1000	-72	-23	-30	65	27	19	40
1287	-129	-2	-7	80	19	59	53
1391	-122	17	-23	64	29	36	59
1311	21	3	-18	56	44	13	62
1104	130	10	-30	58	25	45	36
721	222	-14	-17	44	38	38	30
342	159	-8	-20	25	57	43	40
-27	127	-12	-10	36	58	52	31
-467	155	-22	5	22	86	45	62
-750	94	-13	6	1	106	54	30
-879	41	-16	8	9	56	38	18
-896	-23	-11	-4	15	-4	32	53
-820	-20	1	-9	-1	28	41	14
-765	-13	-15	-44	9	62	53	23
-700	-34	-16	-27	0	42	26	34
-649	-46	-15	-35	-14	-18	15	-2
-531	-43	-2	-44	-20	-159	13	-1
-388	-52	5	-28	-40	-75	16	-10
